rxn,LB,UB
HMR_3784,-5.051541073906425,5.051541073906425
HMR_3839,-3.511278101607072,3.511278101607072
HMR_3841,-4.5827821640375355,4.5827821640375355
HMR_3843,0.0,3.5983304105909304
HMR_3845,-4.179931961948283,4.179931961948283
HMR_3847,-2.961547112699511,2.961547112699511
HMR_3849,0.0,5.199390339329661
HMR_3852,0.0,2.3635964729510843
HMR_3856,0.0,4.473232939180513
HMR_3883,0.0,6.409737812978589
HMR_3901,0.0,4.821874530034199
HMR_3939,-6.014928269997169,6.014928269997169
HMR_3974,0.0,6.409737812978589
HMR_4198,0.0,6.19907481927554
HMR_4199,-0.49715234205351544,0.49715234205351544
HMR_4200,0.0,6.409737812978589
HMR_4348,0.0,6.405189777943933
HMR_4467,0.0,6.19907481927554
HMR_4582,-6.11281968409589,6.11281968409589
HMR_4584,-1.6903897709508904,1.6903897709508904
HMR_4696,0.0,3.1433299959770005
HMR_4697,0.0,2.6608322194059832
HMR_4698,0.0,2.6608322194059832
HMR_4699,0.0,6.486524990907185
HMR_4700,-4.497344979919137,4.497344979919137
HMR_4742,0.0,6.014928269997169
HMR_4788,0.0,6.258556703995989
HMR_4789,0.0,3.4936394523709717
HMR_4791,0.0,6.19907481927554
HMR_4792,-4.140480206268426,4.140480206268426
HMR_5392,0.0,2.8694643805883486
HMR_5393,0.0,3.933270999443125
HMR_6409,-0.05829869918965143,0.05829869918965143
HMR_7702,-4.473232939180513,4.473232939180513
HMR_7703,0.0,6.191038631967
HMR_8433,0.0,0.05829869918965143
HMR_8434,0.0,0.05829869918965143
HMR_8435,0.0,0.05829869918965143
HMR_8436,0.0,0.05829869918965143
HMR_8437,-0.05829869918965143,0.05829869918965143
HMR_8439,0.0,4.428182307807742
HMR_8440,0.0,2.6608322194059832
HMR_8441,0.0,3.1433299959770005
HMR_9486,0.0,2.422967627024988
HMR_4428,0.0,2.937856228749115
HMR_4429,0.0,4.220383542107179
HMR_4430,0.0,5.3158696659605065
HMR_4431,0.0,1.3278816525286612
HMR_4437,0.0,4.6423283119316245
HMR_4660,0.0,4.533949871304715
HMR_4712,0.0,4.1475798480563535
HMR_5338,0.0,4.96659034200744
HMR_5339,-4.755050798899275,4.755050798899275
HMR_8783,0.0,2.4645911172284016
HMR_8784,0.0,6.153078632094907
HMR_4239,0.0,3.4706069885250788
HMR_4288,0.0,4.233708070817713
HMR_4596,-2.791683801488749,2.791683801488749
HMR_4597,-2.791683801488749,2.791683801488749
HMR_4599,0.0,5.219673657319663
HMR_4667,0.0,5.1821045411585605
HMR_4668,0.0,4.233708070817713
HMR_4737,0.0,2.6608322194059832
HMR_4739,0.0,2.6608322194059832
HMR_4740,-2.143919528563371,2.143919528563371
HMR_6415,0.0,3.6889771993367164
HMR_6975,0.0,5.296556407009254
HMR_6976,0.0,5.296556407009254
HMR_6977,0.0,5.296556407009254
HMR_6978,0.0,3.159639658700953
HMR_6979,0.0,2.0977116717723914
HMR_6980,0.0,4.140480206268426
HMR_6981,0.0,4.507692430688433
HMR_6982,0.0,2.9565983014385973
HMR_8021,0.0,4.94422601084059
HMR_8025,0.0,5.341526565625912
HMR_8026,0.0,5.341526565625912
HMR_8027,0.0,5.341526565625912
HMR_8029,0.0,3.159639658700953
HMR_3164,0.0,4.854023908102233
HMR_3166,0.0,2.7305620961922275
HMR_3885,-5.0178263099878135,5.0178263099878135
HMR_8091,0.0,2.937856228749115
HMR_8092,0.0,5.261564042086153
HMR_8563,0.0,5.649692605777618
HMR_8564,0.0,3.7986912436364104
HMR_8566,0.0,4.953282514968598
HMR_3935,-3.9678679592792805,3.9678679592792805
HMR_4681,0.0,2.937856228749115
HMR_4682,0.0,5.3158696659605065
HMR_4683,0.0,1.3278816525286612
HMR_4685,0.0,1.3278816525286612
HMR_4686,-1.3278816525286612,1.3278816525286612
HMR_4687,-1.3278816525286612,1.3278816525286612
HMR_4703,0.0,6.210525897566598
HMR_4704,0.0,6.210525897566598
HMR_7689,0.0,3.628695302932317
HMR_8529,0.0,2.4645911172284016
HMR_8530,-8.368626947725625,8.368626947725625
HMR_8534,0.0,3.628695302932317
HMR_8535,0.0,3.628695302932317
HMR_3206,0.0,4.82993189138453
HMR_3208,0.0,3.327988241335488
HMR_3211,0.0,4.389493637093072
HMR_3213,0.0,3.109538478758789
HMR_3744,0.0,1.4491337990076791
HMR_3757,0.0,5.438744935170972
HMR_3761,0.0,5.117099040970667
HMR_3778,0.0,1.4491337990076791
HMR_3795,0.0,5.117099040970667
HMR_4797,0.0,6.153078632094907
HMR_6417,-2.720688539785548,2.720688539785548
HMR_6419,0.0,0.9309564623887056
HMR_6420,0.0,2.720688539785548
HMR_6421,0.0,0.9309564623887056
HMR_6422,0.0,2.720688539785548
HMR_3765,0.0,1.4491337990076791
HMR_6924,0.0,2.0989199215605625
HMR_8088,-4.679680968431426,4.679680968431426
HMR_8787,0.0,1.6713022360908043
