rxn,LB,UB
HMR_8482,0.0,3.7281307244926487
HMR_8483,0.0,2.2062655326031613
HMR_8485,0.0,3.3183868825556933
HMR_8486,-2.978997271281253,2.978997271281253
HMR_8487,0.0,3.793023796032192
HMR_8488,0.0,2.387198208117974
HMR_8489,0.0,2.387198208117974
HMR_3802,-6.065365633576622,6.065365633576622
HMR_3804,-6.065365633576622,6.065365633576622
HMR_3811,0.0,6.651834922537984
HMR_3813,-4.809370649935814,4.809370649935814
HMR_3822,0.0,4.1491887868102575
HMR_3827,-5.171699661119653,5.171699661119653
HMR_3829,-5.442646861753822,5.442646861753822
HMR_3831,0.0,5.046122898288375
HMR_3862,0.0,2.8433575477863435
HMR_3865,0.0,5.171699661119653
HMR_3870,0.0,3.4862380811046667
HMR_3873,0.0,7.101096452093659
HMR_8654,0.0,7.101096452093659
HMR_3890,0.0,4.802699056537699
HMR_3892,0.0,2.4549724762701395
HMR_9802,0.0,4.216440319279891
HMR_3899,-3.365421633397444,3.365421633397444
HMR_3903,0.0,0.13636241748931546
HMR_4109,-4.4447694977069885,4.4447694977069885
HMR_4114,0.0,2.903368967781434
HMR_4115,0.0,2.903368967781434
HMR_4118,0.0,3.4862380811046667
HMR_4172,0.0,2.8433575477863435
HMR_4196,0.0,1.5396668096322703
HMR_4197,0.0,3.7895340934843498
HMR_4287,0.0,5.241782323078282
HMR_4693,-4.832719091464721,4.832719091464721
HMR_6780,0.0,7.254926161872517
HMR_6969,-2.850516005518521,2.850516005518521
HMR_6970,-3.365421633397444,3.365421633397444
HMR_7641,0.0,2.2592426122153326
HMR_7642,-3.379997669563994,3.379997669563994
HMR_8628,0.0,2.850516005518521
HMR_3806,-4.1491887868102575,4.1491887868102575
HMR_3807,-4.1944233777999,4.1944233777999
HMR_3809,-5.272662126886097,5.272662126886097
HMR_3816,0.0,6.482133880846502
HMR_3819,-4.1491887868102575,4.1491887868102575
HMR_3820,-4.1491887868102575,4.1491887868102575
HMR_3833,0.0,1.9618862010364755
HMR_3835,0.0,1.9618862010364755
HMR_3837,0.0,1.9618862010364755
HMR_3838,-3.601328843582211,3.601328843582211
HMR_3895,0.0,2.8209330558702255
HMR_3897,0.0,2.8209330558702255
HMR_3956,0.0,2.28079206736868
